label,type,family,covars,n_tests,mean_mae_rate,sd_mae_rate,mean_rmse_rate,mean_mae_log,mean_cor_rate,mean_mae_count,sd_mae_count,mean_rmse_count,mean_cor_count,mean_zero_acc,skill_mae_rate,skill_rmse_rate,skill_mae_count,skill_rmse_count,rank_rate,rank_count
"Hurdle GLM_SM_ISLAND (island, log(sdi))",hurdle,glm_sm_island,island,25,2.292594707198507,1.3689682747626404,16.730067209280744,1.7718293328327988,0.22599291924056197,402.21781534419057,242.92336984007287,5356.814725413535,0.09471119123349063,0.5158351409978308,0.5714731372272059,-0.1152860536319158,0.8370161458302766,0.33147948772175106,280.0,263.0
"Hurdle GLM_SM_ISLAND (island, no log)",hurdle,glm_sm_island,island,25,2.1950545110531516,1.1831235504864814,15.80066068277765,1.7118593007977416,0.18485026283590475,405.80586793612673,239.55125126811055,5338.602880922205,0.11179556893923318,0.5323210412147505,0.5897051405190084,-0.053328493976185776,0.8355622205736417,0.33375229203419365,260.0,271.0
"Hurdle GLM_SM_ISLAND (island_basin, log(max_wind_speed) & log(sdi))",hurdle,glm_sm_island,island_basin,25,3.2075857541346906,1.9959104386130762,24.762331519313875,1.5044623338562375,0.10001873977423868,350.8614999240552,269.1692463127728,5286.906696790085,0.12332716704998045,0.4970354302241504,0.4004449822822391,-0.6507454903457068,0.8578263882009856,0.3402038796418213,389.0,144.0
"Hurdle GLM_SM_ISLAND (island_basin, log(max_wind_speed))",hurdle,glm_sm_island,island_basin,25,2.9515950933118575,1.6919550724536638,20.35424284682387,1.4785709507843434,0.1251312517024158,350.04616184560405,267.2330321186009,5232.0124820044675,0.1659466608972356,0.514822848879248,0.4482942050153721,-0.35688655014529336,0.8581567737219838,0.34705457552560703,372.0,143.0
"Hurdle GLM_SM_ISLAND (island_basin, log(sdi))",hurdle,glm_sm_island,island_basin,25,3.4743718504506242,2.1519257812650747,25.425857592164277,1.5518672306233818,0.09390599439587811,347.12448773815225,270.145089011298,5224.400318117484,0.162692835724853,0.47563268257411423,0.3505779000078628,-0.6949785090188592,0.8593406738091863,0.34800455941755126,408.0,136.0
"Hurdle GLM_SM_ISLAND (island_basin, no log)",hurdle,glm_sm_island,island_basin,25,3.328084601639191,1.9025726481655325,23.029434408601702,1.5277465112421442,0.1301909550183202,345.09886995679193,267.9969701388301,5159.186781293223,0.21668305933174684,0.49428778018799713,0.37792159734782127,-0.5352243776221304,0.8601614802988201,0.3561430874943956,397.0,128.0
"Hurdle GLM_SM_ISLAND (island_year, log(max_wind_speed) & log(sdi))",hurdle,glm_sm_island,island_year,25,2.323883361274827,1.4233520452651665,17.37478456531548,1.7140000790576555,0.2994782890170335,397.37131438454895,246.32039787783626,5341.691114480262,0.09978272615767748,0.5191612436731743,0.5656247294255092,-0.1582652160420408,0.8389800106207104,0.33336688623128763,286.0,256.0
"Hurdle GLM_SM_ISLAND (island_year, log(max_wind_speed))",hurdle,glm_sm_island,island_year,25,2.2190684618731034,1.2715796549081748,16.738160339201016,1.6548726645388565,0.23230831208495029,397.1158404160311,244.50702229758176,5326.117341415188,0.10845638549677615,0.5352133044107014,0.5852165045750526,-0.11582557058766962,0.8390835319726759,0.3353104641374218,265.0,255.0
"Hurdle GLM_SM_ISLAND (island_year, log(sdi))",hurdle,glm_sm_island,island_year,25,2.3915833832466418,1.494481264767752,17.280250587089704,1.7953726272519637,0.2736375075289655,410.8116547385808,243.4805949606518,5425.270175484458,0.09603974518144111,0.5073029645697759,0.5529703871930427,-0.15196324330094702,0.833533811102227,0.32293637490275795,302.0,281.0
"Hurdle GLM_SM_ISLAND (island_year, no log)",hurdle,glm_sm_island,island_year,25,2.2920757668963025,1.3392661760320996,16.70515792985232,1.7304297099296533,0.2144200179547689,409.8362669893184,240.47978317979909,5399.702702577168,0.10376523550371619,0.5248011569052784,0.5715701364303236,-0.11362551206893068,0.8339290508171776,0.3261271479576021,279.0,279.0
"Hurdle GLM_SM_ISLAND (island_basin_year, log(max_wind_speed) & log(sdi))",hurdle,glm_sm_island,island_basin_year,25,4.031063022265458,3.9109664098227097,61.6858031686183,1.5044438384325605,0.06037906144780509,352.4715124422614,259.7966161893784,4997.391810863067,0.3364426083363634,0.5451916124367318,0.24652238568512752,-3.112196031279491,0.8571739903322979,0.37633479881173304,419.0,147.0
"Hurdle GLM_SM_ISLAND (island_basin_year, log(max_wind_speed))",hurdle,glm_sm_island,island_basin_year,25,3.2563877794864635,1.6131933656307331,22.179921548046178,1.5337099944320065,0.1404385634980173,333.0790327172723,259.4498696702808,4874.055322513356,0.3978876048724597,0.5383947939262473,0.39132301285812376,-0.47859281518387875,0.8650320736068596,0.3917269631109721,393.0,88.0
"Hurdle GLM_SM_ISLAND (island_basin_year, log(sdi))",hurdle,glm_sm_island,island_basin_year,25,3.687221162692383,2.522351288763034,34.48329319467044,1.5227153323714229,0.08721960258283892,340.49373569492525,260.8314625978301,4913.213117656411,0.38159370604934906,0.5320318148951555,0.31079256519403253,-1.298779526837878,0.862027540185615,0.3868401431236147,413.0,114.0
"Hurdle GLM_SM_ISLAND (island_basin_year, no log)",hurdle,glm_sm_island,island_basin_year,25,3.4239333841758115,1.7089095227921605,21.77453625153263,1.561678897456437,0.15814384408847285,324.4900024558862,259.6198292390923,4781.827976402667,0.43887580791188086,0.5246565437454809,0.36000574944324293,-0.4515683829509831,0.868512459612097,0.4032367643321113,404.0,75.0
"Hurdle RF (base, log(max_wind_speed) & log(sdi))",hurdle,rf,base,25,21.318344928700824,14.361405487069268,274.12741118317615,1.8655706581341769,0.35720112354148953,521.5152822796819,277.0708386469059,6087.87925222983,-0.0036808645613164697,0.42111352133044105,-2.9847790990356944,-17.27431263642616,0.7886752712790261,0.24024399479774372,522.0,482.0
"Hurdle RF (base, log(max_wind_speed))",hurdle,rf,base,25,21.337895563237755,14.338261981130382,273.9028842323135,1.8664997640548144,0.3568586133285244,521.7604843482285,277.0519205769958,6088.046285129883,-0.00356456894094383,0.420824295010846,-2.988433461517219,-17.259344867688046,0.7885759122336097,0.24022314940255374,524.0,484.0
"Hurdle RF (base, log(sdi))",hurdle,rf,base,25,21.30723414686425,14.367893425812046,274.0680707245079,1.8652360862996709,0.35839086292162703,521.4434386296457,276.9482376995371,6087.137974231804,-0.003680523567519664,0.42096890817064353,-2.9827022956354114,-17.270356789438758,0.7887043832540154,0.24033650491287417,521.0,481.0
"Hurdle RF (base, no log)",hurdle,rf,base,25,21.327004217074077,14.344653861724721,273.8431078926543,1.866131558540385,0.3580232240531383,521.6882745370933,276.92847702551137,6087.303989446342,-0.0035641373220620643,0.4206796818510484,-2.986397674560092,-17.255359963316465,0.7886051725818058,0.24031578652294328,523.0,483.0
"Hurdle RF (basin, log(max_wind_speed) & log(sdi))",hurdle,rf,basin,25,17.051978369281876,11.942141737106338,178.02162078275566,1.7418191821826863,0.2344603892278099,395.784331828778,288.29385288823494,5393.728260366443,0.06009952670604297,0.43817787418655096,-2.1873190545690298,-10.867557279974179,0.8396230764511444,0.3268727472310551,501.0,247.0
"Hurdle RF (basin, log(max_wind_speed))",hurdle,rf,basin,25,17.133253030125772,11.987711896622042,179.4152417649453,1.7421885432307274,0.23500688483868834,395.9959545417209,288.14239327806325,5394.51169737065,0.059968882189218586,0.43846710050614607,-2.202510739049937,-10.960461033799072,0.8395373241943584,0.32677497575038295,503.0,250.0
"Hurdle RF (basin, log(sdi))",hurdle,rf,basin,25,17.01125204858859,11.903880799328412,177.76814253615498,1.741585607685541,0.23425536372736935,395.81890649255246,288.08080936523015,5393.090203832217,0.06016464021046381,0.4387563268257411,-2.179706578458807,-10.8506595144245,0.8396090663507868,0.3269523754995295,500.0,248.0
"Hurdle RF (basin, no log)",hurdle,rf,basin,25,17.0925511027538,11.949803218603947,179.16363906767427,1.74196803791156,0.2348009737165806,396.0382679248012,287.93027884657977,5393.870677590044,0.060034250916045036,0.4390455531453362,-2.194902822486773,-10.9436882990687,0.8395201782649782,0.326854973826493,502.0,251.0
"Hurdle RF (year, log(max_wind_speed) & log(sdi))",hurdle,rf,year,25,32.279252041400085,27.45190630337444,490.94793985406244,1.9683761804626636,0.6499916503994486,479.52045751496746,274.97235078817636,5841.938446807277,-0.0009774150972702922,0.37859725234996383,-5.03356823886961,-31.728343737603936,0.80569211671507,0.27093694978295046,558.0,462.0
"Hurdle RF (year, log(max_wind_speed))",hurdle,rf,year,25,32.45677935090946,27.765835009093898,496.4663990309718,1.968818227707568,0.6485120009636087,479.84104570296455,274.845794896988,5842.597990874664,-0.0008988119750001162,0.3784526391901663,-5.066751261041684,-32.096223942779076,0.8055622102403,0.27085463991031145,560.0,464.0
"Hurdle RF (year, log(sdi))",hurdle,rf,year,25,32.28656215030513,27.464742776952132,490.99760943087864,1.9676183305098665,0.6513946724137326,479.23279844049165,274.9475412597671,5840.756686175309,-0.0009542530440465798,0.37903109182935646,-5.034934628674913,-31.731654889054795,0.8058086798877003,0.27108443131135296,559.0,461.0
"Hurdle RF (year, no log)",hurdle,rf,year,25,32.46402736352981,27.77807436085736,496.5172874346354,1.968057332934702,0.649926857050468,479.5543205628344,274.8210509602578,5841.415466771169,-0.0008756164788791016,0.3787418655097614,-5.068106043943251,-32.09961634558223,0.80567839497067,0.2710022167185402,561.0,463.0
"Hurdle RF (basin_year, log(max_wind_speed) & log(sdi))",hurdle,rf,basin_year,25,62.87849020343544,120.10680679523517,1957.5465430115137,1.9211072438076038,0.49483691795738316,418.86937553665945,268.1318370663145,5395.654929516039,0.04487346957209413,0.39840925524222703,-10.753111903365735,-129.49704651186343,0.8302687185543731,0.3266323025054295,569.0,296.0
"Hurdle RF (basin_year, log(max_wind_speed))",hurdle,rf,basin_year,25,63.29836403878115,120.52990593089166,1966.8824665818343,1.9216642655642673,0.4940564749238908,419.04857567259575,268.08280275911994,5396.097446651737,0.04480350321728419,0.3979754157628344,-10.831593815958538,-130.11941253260338,0.8301961043445881,0.3265770771901232,571.0,297.0
"Hurdle RF (basin_year, log(sdi))",hurdle,rf,basin_year,25,62.83126755175492,120.10614161536003,1957.5187750297732,1.92039162052156,0.4970537846574137,418.6001437350687,268.10744351433334,5395.355971191357,0.04484919781486601,0.39840925524222703,-10.744285147065144,-129.4951953989907,0.8303778147580079,0.3266696119481882,568.0,294.0
"Hurdle RF (basin_year, no log)",hurdle,rf,basin_year,25,63.25115154643811,120.52912864705752,1966.8554825672327,1.9209504373491908,0.4962863193053036,418.7778799381055,268.05876169741924,5395.786491977915,0.044781003844683184,0.3979754157628344,-10.822768958619418,-130.1176136817811,0.8303057937527432,0.32661588375493733,570.0,295.0
"Hurdle RF (island, log(max_wind_speed) & log(sdi))",hurdle,rf,island,25,19.351201813047172,11.999067582934499,233.24944252289043,1.8159941747177177,0.30843690893552733,491.36299154070866,273.7595538719785,5943.499493642583,-0.0009697232645480857,0.4318148951554591,-2.617084946497825,-14.549241196047934,0.8008933689594548,0.25826232007516037,519.0,474.0
"Hurdle RF (island, log(max_wind_speed))",hurdle,rf,island,25,19.33184763074141,11.976574988959824,232.9775812762776,1.8166224370753246,0.30927665885438915,491.73554261518444,273.2693502006784,5943.96327412295,-0.0006596299852037213,0.4319595083152567,-2.6134673044440513,-14.531117954038356,0.8007424064518862,0.2582044411339961,517.0,476.0
"Hurdle RF (island, log(sdi))",hurdle,rf,island,25,19.351610525736803,12.025130032522682,233.46577292368832,1.8156487959645344,0.3082499092341081,491.2635417023861,273.7596395194807,5942.811607679333,-0.0009638220191374099,0.4315256688358641,-2.61716134219311,-14.56366255347396,0.800933667318523,0.2583481669636777,520.0,473.0
"Hurdle RF (island, no log)",hurdle,rf,island,25,19.332247130348847,12.002657556644795,233.19409497416845,1.8162722378599845,0.30908787777338975,491.63373929891543,273.27016211514905,5943.273890872686,-0.0006534540304651412,0.4316702819956616,-2.613541978049864,-14.545551530703486,0.8007836584706178,0.2582904748811474,518.0,475.0
"Hurdle RF (island_basin, log(max_wind_speed) & log(sdi))",hurdle,rf,island_basin,25,17.54966623318466,13.39765744273462,200.07594974410415,1.7040516030687756,0.2098392528783039,390.3774429454808,287.72631631151876,5381.461919343296,0.060932841676401193,0.4420824295010846,-2.280345797712377,-12.337777644609515,0.8418140176666973,0.3284035637712782,506.0,222.0
"Hurdle RF (island_basin, log(max_wind_speed))",hurdle,rf,island_basin,25,17.564482604091463,13.388009634442911,200.22868639806816,1.704283172055609,0.20955499046453324,390.52384701026756,287.6360421080824,5381.791392532944,0.06087323080792695,0.4415039768618944,-2.283115241837165,-12.347959615662804,0.8417546928485644,0.32836244613013965,507.0,224.0
"Hurdle RF (island_basin, log(sdi))",hurdle,rf,island_basin,25,17.51128348535092,13.413299180228579,199.97456502652676,1.7037287829240921,0.2100262652789299,390.49415845958066,287.58137870981136,5381.2899707403485,0.060912705569276235,0.44237165582067967,-2.27317137719132,-12.331018977106808,0.8417667230327857,0.32842502263704454,504.0,223.0
"Hurdle RF (island_basin, no log)",hurdle,rf,island_basin,25,17.52608698364703,13.403935430063504,200.1285309214096,1.7039636840376557,0.20974202833054142,390.639801783948,287.4912840280384,5381.618916899176,0.060853194242081486,0.4417932031814895,-2.275938415195454,-12.341282893751599,0.8417077064764973,0.328383970768372,505.0,226.0
"Hurdle RF (island_year, log(max_wind_speed) & log(sdi))",hurdle,rf,island_year,25,35.60344465720329,32.74390509321214,604.3813030900368,1.9279573091536613,0.6587479801621526,483.23142118640635,280.34697623967315,5900.503701645163,-0.0017666333729616356,0.38900939985538685,-5.654919159915462,-39.2902170075132,0.8041883863013951,0.2636281149299945,564.0,471.0
"Hurdle RF (island_year, log(max_wind_speed))",hurdle,rf,island_year,25,35.619951047946934,32.761775831263435,604.8686148818916,1.9281519921194017,0.6574925956088171,483.2933031375271,280.2286893082237,5900.194582899558,-0.0016032248404439541,0.3891540130151844,-5.658004498906634,-39.32270295263388,0.8041633109354803,0.26366669237438267,566.0,472.0
"Hurdle RF (island_year, log(sdi))",hurdle,rf,island_year,25,35.60311144739255,32.73753064302515,604.4587086827715,1.9276526156952243,0.6594303830175301,482.82498129399863,280.30498085635173,5898.921255779712,-0.001747763775452268,0.3891540130151844,-5.654856877055612,-39.29537714088088,0.8043530809957269,0.2638256012301283,563.0,469.0
"Hurdle RF (island_year, no log)",hurdle,rf,island_year,25,35.619497314370626,32.755290246797436,604.9459015209521,1.9278377437630945,0.6581872855486509,482.8868545399855,280.18727160428506,5898.612006309702,-0.0015840929337966013,0.3894432393347795,-5.657919688004219,-39.32785515612464,0.8043280091572449,0.26386419498867886,565.0,470.0
"Hurdle RF (island_basin_year, log(max_wind_speed) & log(sdi))",hurdle,rf,island_basin_year,25,84.34305454255333,174.32815555508867,2869.441030190948,1.8787445922766706,0.5251807296202746,420.8058413726681,269.17262085885625,5399.619256318058,0.04601460959571448,0.3979754157628344,-14.765222019534885,-190.28719105897397,0.8294840375845592,0.32613756189550125,573.0,306.0
"Hurdle RF (island_basin_year, log(max_wind_speed))",hurdle,rf,island_basin_year,25,84.96959345333991,176.49680720850688,2903.7360387955323,1.8790292301431633,0.5250498490647482,421.0577042545192,269.1428055881605,5400.127849799498,0.04596877635358822,0.3982646420824295,-14.882333322723987,-192.5734188623304,0.8293819794915549,0.3260740903751702,575.0,307.0
"Hurdle RF (island_basin_year, log(sdi))",hurdle,rf,island_basin_year,25,84.24699251840686,174.34199378705944,2869.3497586951116,1.8779913617742583,0.5260127858542649,420.4365002921186,269.2267404907617,5398.667837801593,0.046181467247190536,0.398120028922632,-14.747266312968069,-190.2811065749652,0.8296336993611259,0.3262562971564018,572.0,304.0
"Hurdle RF (island_basin_year, no log)",hurdle,rf,island_basin_year,25,84.87345523785464,176.51041310505536,2903.6438502046467,1.878280622493484,0.5258910917547969,420.6872679132321,269.19711492581695,5399.164772073382,0.04613703801816745,0.3982646420824295,-14.864363374636294,-192.56727324148903,0.8295320850819198,0.32619428068374534,574.0,305.0
"Hurdle XGB (base, log(max_wind_speed) & log(sdi))",hurdle,xgb,base,25,25.244558794229835,45.17541813056068,783.4166109539995,1.5691988547394504,0.08563777992284598,522.3472021920791,348.2356967088154,7150.069141311555,-0.0052704110908142945,0.4880694143167028,-3.718658534893832,-51.225350290038634,0.7883381665847277,0.10768467266608772,537.5,486.5
"Hurdle XGB (base, log(max_wind_speed))",hurdle,xgb,base,25,25.244558794229835,45.17541813056068,783.4166109539995,1.5691988547394504,0.08563777992284598,522.3472021920791,348.2356967088154,7150.069141311555,-0.0052704110908142945,0.4880694143167028,-3.718658534893832,-51.225350290038634,0.7883381665847277,0.10768467266608772,537.5,486.5
"Hurdle XGB (base, log(sdi))",hurdle,xgb,base,25,25.244558794229835,45.17541813056068,783.4166109539995,1.5691988547394504,0.08563777992284598,522.3472021920791,348.2356967088154,7150.069141311555,-0.0052704110908142945,0.4880694143167028,-3.718658534893832,-51.225350290038634,0.7883381665847277,0.10768467266608772,537.5,486.5
"Hurdle XGB (base, no log)",hurdle,xgb,base,25,25.244558794229835,45.17541813056068,783.4166109539995,1.5691988547394504,0.08563777992284598,522.3472021920791,348.2356967088154,7150.069141311555,-0.0052704110908142945,0.4880694143167028,-3.718658534893832,-51.225350290038634,0.7883381665847277,0.10768467266608772,537.5,486.5
"Hurdle XGB (basin, log(max_wind_speed) & log(sdi))",hurdle,xgb,basin,25,12.732652979077981,17.947482212260923,303.4587723008206,1.4084245834447724,0.10540146522409082,320.75957734435514,336.49720855345424,5967.4610817068315,0.003204834891744845,0.5168474331164136,-1.3799600595634276,-19.229645964101216,0.8700240760526781,0.25527195846124895,463.5,67.5
"Hurdle XGB (basin, log(max_wind_speed))",hurdle,xgb,basin,25,12.732652979077981,17.947482212260923,303.4587723008206,1.4084245834447724,0.10540146522409082,320.75957734435514,336.49720855345424,5967.4610817068315,0.003204834891744845,0.5168474331164136,-1.3799600595634276,-19.229645964101216,0.8700240760526781,0.25527195846124895,463.5,67.5
"Hurdle XGB (basin, log(sdi))",hurdle,xgb,basin,25,12.732652979077981,17.947482212260923,303.4587723008206,1.4084245834447724,0.10540146522409082,320.75957734435514,336.49720855345424,5967.4610817068315,0.003204834891744845,0.5168474331164136,-1.3799600595634276,-19.229645964101216,0.8700240760526781,0.25527195846124895,463.5,67.5
"Hurdle XGB (basin, no log)",hurdle,xgb,basin,25,12.732652979077981,17.947482212260923,303.4587723008206,1.4084245834447724,0.10540146522409082,320.75957734435514,336.49720855345424,5967.4610817068315,0.003204834891744845,0.5168474331164136,-1.3799600595634276,-19.229645964101216,0.8700240760526781,0.25527195846124895,463.5,67.5
"Hurdle XGB (year, log(max_wind_speed) & log(sdi))",hurdle,xgb,year,25,29.145331191518192,62.77644465462648,1068.3882703632366,1.5277617441165696,0.12029187335155844,479.0406636932923,330.5679433239222,6795.941564191187,-0.005592480628869127,0.4979031091829356,-4.447782506327634,-70.22257925772372,0.8058865353690436,0.15187913549587828,550.5,458.5
"Hurdle XGB (year, log(max_wind_speed))",hurdle,xgb,year,25,29.145331191518192,62.77644465462648,1068.3882703632366,1.5277617441165696,0.12029187335155844,479.0406636932923,330.5679433239222,6795.941564191187,-0.005592480628869127,0.4979031091829356,-4.447782506327634,-70.22257925772372,0.8058865353690436,0.15187913549587828,550.5,458.5
"Hurdle XGB (year, log(sdi))",hurdle,xgb,year,25,29.145331191518192,62.77644465462648,1068.3882703632366,1.5277617441165696,0.12029187335155844,479.0406636932923,330.5679433239222,6795.941564191187,-0.005592480628869127,0.4979031091829356,-4.447782506327634,-70.22257925772372,0.8058865353690436,0.15187913549587828,550.5,458.5
"Hurdle XGB (year, no log)",hurdle,xgb,year,25,29.145331191518192,62.77644465462648,1068.3882703632366,1.5277617441165696,0.12029187335155844,479.0406636932923,330.5679433239222,6795.941564191187,-0.005592480628869127,0.4979031091829356,-4.447782506327634,-70.22257925772372,0.8058865353690436,0.15187913549587828,550.5,458.5
"Hurdle XGB (basin_year, log(max_wind_speed) & log(sdi))",hurdle,xgb,basin_year,25,14.608429684498594,18.76086846768138,307.92006278755065,1.4160971884465463,0.1170731117801429,316.5995616198666,316.57887234064816,5811.9885982972055,0.00414381490704029,0.5211858279103398,-1.7305761995694522,-19.527051527319195,0.8717097681585924,0.2746746351603485,481.5,56.5
"Hurdle XGB (basin_year, log(max_wind_speed))",hurdle,xgb,basin_year,25,14.608429684498594,18.76086846768138,307.92006278755065,1.4160971884465463,0.1170731117801429,316.5995616198666,316.57887234064816,5811.9885982972055,0.00414381490704029,0.5211858279103398,-1.7305761995694522,-19.527051527319195,0.8717097681585924,0.2746746351603485,481.5,56.5
"Hurdle XGB (basin_year, log(sdi))",hurdle,xgb,basin_year,25,14.608429684498594,18.76086846768138,307.92006278755065,1.4160971884465463,0.1170731117801429,316.5995616198666,316.57887234064816,5811.9885982972055,0.00414381490704029,0.5211858279103398,-1.7305761995694522,-19.527051527319195,0.8717097681585924,0.2746746351603485,481.5,56.5
"Hurdle XGB (basin_year, no log)",hurdle,xgb,basin_year,25,14.608429684498594,18.76086846768138,307.92006278755065,1.4160971884465463,0.1170731117801429,316.5995616198666,316.57887234064816,5811.9885982972055,0.00414381490704029,0.5211858279103398,-1.7305761995694522,-19.527051527319195,0.8717097681585924,0.2746746351603485,481.5,56.5
"Hurdle XGB (island, log(max_wind_speed) & log(sdi))",hurdle,xgb,island,25,25.83227078564488,43.660415688703196,784.3535728441669,1.508156941567889,0.07264618796184762,544.4418071296059,379.3744118705292,7430.893781739316,-0.005387651791934725,0.4987707881417209,-3.828512393975097,-51.28781151723016,0.7793851472710656,0.0726382799677423,541.5,490.5
"Hurdle XGB (island, log(max_wind_speed))",hurdle,xgb,island,25,25.83227078564488,43.660415688703196,784.3535728441669,1.508156941567889,0.07264618796184762,544.4418071296059,379.3744118705292,7430.893781739316,-0.005387651791934725,0.4987707881417209,-3.828512393975097,-51.28781151723016,0.7793851472710656,0.0726382799677423,541.5,490.5
"Hurdle XGB (island, log(sdi))",hurdle,xgb,island,25,25.83227078564488,43.660415688703196,784.3535728441669,1.508156941567889,0.07264618796184762,544.4418071296059,379.3744118705292,7430.893781739316,-0.005387651791934725,0.4987707881417209,-3.828512393975097,-51.28781151723016,0.7793851472710656,0.0726382799677423,541.5,490.5
"Hurdle XGB (island, no log)",hurdle,xgb,island,25,25.83227078564488,43.660415688703196,784.3535728441669,1.508156941567889,0.07264618796184762,544.4418071296059,379.3744118705292,7430.893781739316,-0.005387651791934725,0.4987707881417209,-3.828512393975097,-51.28781151723016,0.7793851472710656,0.0726382799677423,541.5,490.5
"Hurdle XGB (island_basin, log(max_wind_speed) & log(sdi))",hurdle,xgb,island_basin,25,15.845173719137712,28.495193712683093,473.1440282765275,1.3766686268071213,0.07595864173191666,316.6551486073447,329.360342160249,5900.182006946787,0.0037710205138079835,0.5372378886478669,-1.961745729688663,-30.54147138173525,0.8716872435932568,0.263668261829893,495.5,60.5
"Hurdle XGB (island_basin, log(max_wind_speed))",hurdle,xgb,island_basin,25,15.845173719137712,28.495193712683093,473.1440282765275,1.3766686268071213,0.07595864173191666,316.6551486073447,329.360342160249,5900.182006946787,0.0037710205138079835,0.5372378886478669,-1.961745729688663,-30.54147138173525,0.8716872435932568,0.263668261829893,495.5,60.5
"Hurdle XGB (island_basin, log(sdi))",hurdle,xgb,island_basin,25,15.845173719137712,28.495193712683093,473.1440282765275,1.3766686268071213,0.07595864173191666,316.6551486073447,329.360342160249,5900.182006946787,0.0037710205138079835,0.5372378886478669,-1.961745729688663,-30.54147138173525,0.8716872435932568,0.263668261829893,495.5,60.5
"Hurdle XGB (island_basin, no log)",hurdle,xgb,island_basin,25,15.845173719137712,28.495193712683093,473.1440282765275,1.3766686268071213,0.07595864173191666,316.6551486073447,329.360342160249,5900.182006946787,0.0037710205138079835,0.5372378886478669,-1.961745729688663,-30.54147138173525,0.8716872435932568,0.263668261829893,495.5,60.5
"Hurdle XGB (island_year, log(max_wind_speed) & log(sdi))",hurdle,xgb,island_year,25,29.21725769455174,49.36426388275645,890.6725503856024,1.4635498489076562,0.0827304213866177,492.56796998237814,361.63361052164197,7004.915460439138,-0.005456884977540789,0.5174258857556038,-4.461226853293281,-58.375414418346395,0.8004050961303494,0.12579958200494123,554.5,478.5
"Hurdle XGB (island_year, log(max_wind_speed))",hurdle,xgb,island_year,25,29.21725769455174,49.36426388275645,890.6725503856024,1.4635498489076562,0.0827304213866177,492.56796998237814,361.63361052164197,7004.915460439138,-0.005456884977540789,0.5174258857556038,-4.461226853293281,-58.375414418346395,0.8004050961303494,0.12579958200494123,554.5,478.5
"Hurdle XGB (island_year, log(sdi))",hurdle,xgb,island_year,25,29.21725769455174,49.36426388275645,890.6725503856024,1.4635498489076562,0.0827304213866177,492.56796998237814,361.63361052164197,7004.915460439138,-0.005456884977540789,0.5174258857556038,-4.461226853293281,-58.375414418346395,0.8004050961303494,0.12579958200494123,554.5,478.5
"Hurdle XGB (island_year, no log)",hurdle,xgb,island_year,25,29.21725769455174,49.36426388275645,890.6725503856024,1.4635498489076562,0.0827304213866177,492.56796998237814,361.63361052164197,7004.915460439138,-0.005456884977540789,0.5174258857556038,-4.461226853293281,-58.375414418346395,0.8004050961303494,0.12579958200494123,554.5,478.5
"Hurdle XGB (island_basin_year, log(max_wind_speed) & log(sdi))",hurdle,xgb,island_basin_year,25,15.591082288905605,20.391156214936924,353.9896617220225,1.355633643830159,0.0947669201409104,323.308312249728,309.96529343624815,5865.454506430563,0.004989842779338041,0.5388286334056399,-1.914251507045241,-22.598215590517313,0.8689912957473624,0.26800218928964037,489.5,71.5
"Hurdle XGB (island_basin_year, log(max_wind_speed))",hurdle,xgb,island_basin_year,25,15.591082288905605,20.391156214936924,353.9896617220225,1.355633643830159,0.0947669201409104,323.308312249728,309.96529343624815,5865.454506430563,0.004989842779338041,0.5388286334056399,-1.914251507045241,-22.598215590517313,0.8689912957473624,0.26800218928964037,489.5,71.5
"Hurdle XGB (island_basin_year, log(sdi))",hurdle,xgb,island_basin_year,25,15.591082288905605,20.391156214936924,353.9896617220225,1.355633643830159,0.0947669201409104,323.308312249728,309.96529343624815,5865.454506430563,0.004989842779338041,0.5388286334056399,-1.914251507045241,-22.598215590517313,0.8689912957473624,0.26800218928964037,489.5,71.5
"Hurdle XGB (island_basin_year, no log)",hurdle,xgb,island_basin_year,25,15.591082288905605,20.391156214936924,353.9896617220225,1.355633643830159,0.0947669201409104,323.308312249728,309.96529343624815,5865.454506430563,0.004989842779338041,0.5388286334056399,-1.914251507045241,-22.598215590517313,0.8689912957473624,0.26800218928964037,489.5,71.5
"Hurdle GPD (base, log(max_wind_speed) & log(sdi))",hurdle,gpd,base,25,1.5178573458899594,0.8645386966246236,14.809754730915204,0.9246305454013575,0.039536663034910886,339.01357473792524,271.24043306648923,5300.152067578492,0.38303172589239887,0.7268257411424439,0.7162853754618981,0.012728837100164148,0.8626273205244271,0.33855088200821404,5.0,111.0
"Hurdle GPD (base, log(max_wind_speed))",hurdle,gpd,base,25,1.4772480173273674,0.8570066598176963,14.764022779217047,0.9158209114419577,0.06397596351502555,334.49169038706907,272.0164660506762,5261.166267448519,0.3899115681346645,0.7253796095444686,0.7238759836551371,0.015777492392237802,0.864459646471953,0.3434162373379068,4.0,98.0
"Hurdle GPD (base, log(sdi))",hurdle,gpd,base,25,1.5595924938663084,0.8520852337374443,14.938418838853027,0.9242781506992772,0.01697735506127923,377.87236139205,279.66218106452976,5703.281675108891,0.2808480978993635,0.7172812725958062,0.708484331529664,0.004151627971772709,0.8468812382385676,0.2882410569432923,26.0,181.0
